,Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
2513,192018,1667.608,637.5186106,385.1775668,1.655129129,0.796845999,193459,494.4541545,0.81848756,0.992551393,0.867688549,0.775591718,0.003320098,0.000741077,0.601542513,0.995630536,BOMBAY
2514,192239,1729.088,678.5730082,364.1296181,1.863547963,0.843829857,194337,494.7386147,0.820272231,0.98920432,0.808010806,0.729086788,0.003529841,0.00061525,0.531567544,0.990601614,BOMBAY
2515,192812,1678.819,654.8477552,378.2192824,1.731397064,0.81634239,194740,495.475391,0.814955704,0.99009962,0.859678711,0.756626845,0.003396302,0.000686615,0.572484183,0.991197433,BOMBAY
2516,193584,1693.359,637.0427226,390.5938548,1.630959409,0.789977336,197382,496.4663171,0.800595533,0.980758124,0.848362069,0.779329705,0.003290782,0.000748796,0.607354789,0.990571008,BOMBAY
2517,193700,1638.311,578.1835433,429.9621282,1.344731327,0.668576945,195583,496.6150419,0.810477207,0.990372374,0.906873665,0.858922824,0.002984943,0.001002149,0.737748418,0.992073409,BOMBAY
2518,194330,1672.373,628.0549768,395.8854849,1.586456187,0.776322666,196056,497.4219946,0.717082225,0.991196393,0.873139066,0.792003906,0.003231899,0.000784417,0.627270187,0.995136668,BOMBAY
2519,195076,1671.831,629.855816,397.1060279,1.586114971,0.776212545,196829,498.3758395,0.796257822,0.991093792,0.8770593,0.79125385,0.003228771,0.000780693,0.626082656,0.993039073,BOMBAY
2520,195332,1691.955,624.8906194,402.3179203,1.553225914,0.765175845,198864,498.7027439,0.75880662,0.982239118,0.857443761,0.798064059,0.003199121,0.0008005,0.636906242,0.989259279,BOMBAY
2521,195455,1716.411,633.8275833,396.8950789,1.596965085,0.779672291,198403,498.859735,0.759024962,0.985141354,0.833708195,0.787059049,0.003242831,0.000767597,0.619461947,0.9892591,BOMBAY
2522,196157,1685.806,643.0574262,390.6051794,1.646310546,0.794381762,198513,499.7547892,0.804502428,0.98813176,0.867358192,0.777154215,0.003278279,0.000737657,0.603968674,0.994319997,BOMBAY
2523,196212,1747.118,682.7367865,370.0172739,1.845148415,0.840403107,199571,499.8248469,0.838269221,0.983168897,0.807776013,0.732090107,0.003479587,0.000616546,0.535955924,0.988918224,BOMBAY
2524,196411,1687.198,654.8413345,384.0744664,1.704985339,0.809938142,197945,500.0782461,0.766673433,0.992250373,0.867048851,0.763663226,0.003334036,0.000699451,0.583181523,0.994315947,BOMBAY
2525,197245,1702.646,642.0772453,396.0853901,1.621057634,0.787056268,200777,501.1388371,0.802082825,0.982408344,0.855002023,0.78049618,0.003255227,0.000745151,0.609174287,0.987506628,BOMBAY
2526,198209,1672.222,617.1342071,412.1567577,1.497328857,0.744290547,200587,502.3619581,0.786762196,0.988144795,0.890728542,0.814023842,0.003113553,0.000843305,0.662634815,0.99218223,BOMBAY
2527,198281,1725.184,650.6859375,392.475928,1.657900246,0.797610692,201595,502.453192,0.708956665,0.9835611,0.837182461,0.772190028,0.003281635,0.000719725,0.596277439,0.988568512,BOMBAY
2528,198671,1686.769,623.2703818,410.10045,1.519799312,0.753033996,201134,502.9470883,0.792427167,0.987754432,0.877471703,0.806948482,0.003137199,0.00082055,0.651165852,0.989641414,BOMBAY
2529,198796,1739.161,689.3857988,372.7612894,1.849402871,0.84120581,202308,503.1052857,0.825324864,0.982640331,0.825919899,0.729787713,0.003467805,0.000606765,0.532590107,0.984973672,BOMBAY
2530,199021,1747.665,705.4098964,364.7685377,1.933856195,0.855924066,202063,503.3899159,0.783763242,0.984945289,0.818827445,0.713613345,0.003544399,0.000566989,0.509244006,0.984804677,BOMBAY
2531,199437,1707.904,634.5901354,403.7199053,1.571857436,0.771532417,201610,503.915742,0.794193191,0.989221765,0.859188955,0.794080642,0.003181908,0.000780415,0.630564066,0.991156816,BOMBAY
2532,199788,1749.634,685.9410473,375.6152944,1.826179758,0.836745993,202653,504.3589814,0.792627094,0.985862533,0.820134052,0.735280362,0.003433345,0.000619026,0.540637211,0.98730073,BOMBAY
2533,200116,1773.379,636.1081262,402.3250586,1.581080056,0.774577472,202634,504.7728249,0.773419082,0.987573655,0.799629034,0.793533055,0.003178697,0.00077748,0.62969471,0.995597747,BOMBAY
2534,200662,1706.597,635.674095,403.7872339,1.574279823,0.772338574,202914,505.4609713,0.775011104,0.988901702,0.865790956,0.795157417,0.003167885,0.000781199,0.632275318,0.995378275,BOMBAY
2535,200714,1688.8,612.1030514,420.6495529,1.455137768,0.726449214,203767,505.5264602,0.711860319,0.985017201,0.884364069,0.825884561,0.003049628,0.000875193,0.682085309,0.992528094,BOMBAY
2536,201491,1671.7,610.8914983,421.5739849,1.449073046,0.723717519,203393,506.504007,0.796800791,0.990648646,0.906043046,0.829122698,0.003031855,0.000883819,0.687444448,0.99615722,BOMBAY
2537,201946,1713.493,665.4332105,388.2992918,1.71371214,0.812092608,203438,507.0755694,0.818307434,0.99266607,0.864331718,0.762023237,0.003295105,0.000685365,0.580679414,0.995117362,BOMBAY
2538,202280,1715.349,652.9293624,396.3776547,1.647240591,0.794643882,204687,507.4947242,0.78379101,0.988240582,0.863888756,0.777258236,0.003227849,0.000726699,0.604130365,0.995148059,BOMBAY
2539,202363,1709.543,628.335887,413.0076401,1.521366256,0.75362561,204085,507.5988317,0.687692004,0.991562339,0.870123534,0.807846316,0.003104994,0.000815747,0.652615671,0.992867459,BOMBAY
2540,203101,1734.279,650.4675322,402.3138876,1.616816004,0.785785139,206039,508.5235735,0.743333455,0.985740564,0.848562812,0.781781639,0.00320268,0.000737964,0.611182531,0.988169698,BOMBAY
2541,203179,1732.071,676.9838845,388.0407184,1.744620738,0.819422158,206073,508.6212122,0.815272695,0.985956433,0.851054362,0.751304756,0.003331958,0.000654853,0.564458836,0.984766592,BOMBAY
2542,203536,1735.247,648.1573185,401.698875,1.613540288,0.784795183,206049,509.0678579,0.774879315,0.987803872,0.849431759,0.785407868,0.003184485,0.000747481,0.61686552,0.995337369,BOMBAY
2543,203643,1719.307,649.4395429,402.097855,1.615128096,0.785275943,206242,509.2016502,0.774584833,0.987398299,0.865710106,0.784063206,0.003189108,0.000743453,0.614755111,0.992908252,BOMBAY
2544,203677,1728.486,662.5508971,393.5188546,1.683657312,0.804505578,205511,509.2441563,0.802263292,0.991075903,0.856682945,0.768611375,0.003252949,0.0007003,0.590763446,0.994643196,BOMBAY
2545,203686,1722.932,660.997605,394.6847598,1.674748235,0.80216333,206087,509.2554073,0.790961373,0.988349581,0.862253109,0.770434573,0.003245179,0.00070528,0.593569431,0.994079357,BOMBAY
2546,203793,1754.602,664.2640948,397.0850735,1.67285083,0.801658757,207056,509.3891504,0.797811619,0.984240978,0.831843996,0.766847334,0.003259504,0.000695292,0.588054834,0.983728017,BOMBAY
2547,204023,1700.494,621.6446109,422.1989012,1.47239751,0.733986166,207033,509.6765167,0.802766083,0.985461255,0.886622576,0.819884075,0.003046934,0.000849283,0.672209896,0.989760177,BOMBAY
2548,204635,1706.37,635.1262868,412.6639162,1.539088498,0.760160606,206334,510.4403729,0.807044459,0.991765778,0.883168083,0.803683273,0.003103703,0.000798729,0.645906803,0.994107731,BOMBAY
2549,204774,1739.277,659.2536003,398.65381,1.653699485,0.796449695,209024,510.6137038,0.811526085,0.979667407,0.850642682,0.774533053,0.00321942,0.000714689,0.59990145,0.992056719,BOMBAY
2550,205476,1746.64,679.0974408,386.4526105,1.757259292,0.822290479,207384,511.4881902,0.773850951,0.990799676,0.846377604,0.753188216,0.003304996,0.000656092,0.567292489,0.996879998,BOMBAY
2551,205889,1779.422,687.7230434,384.4723515,1.788745122,0.829133175,208651,512.0019694,0.786183959,0.986762584,0.817118601,0.744488605,0.003340261,0.000632984,0.554263283,0.991435744,BOMBAY
2552,206702,1735.169,663.5370804,401.7599413,1.651576009,0.79585879,209401,513.0118521,0.700684746,0.987110854,0.862722218,0.773147225,0.003210114,0.000707537,0.597756631,0.987240511,BOMBAY
2553,206979,1795.101,712.4086751,379.0117206,1.879648138,0.846735265,214037,513.3554789,0.607021043,0.967024393,0.807157656,0.72059128,0.003441937,0.000572451,0.519251792,0.976010665,BOMBAY
2554,207561,1752.359,667.5314214,400.3320376,1.667444418,0.800209818,210438,514.0767191,0.720660382,0.986328515,0.849394514,0.770116136,0.003216073,0.000697799,0.593078863,0.98892604,BOMBAY
2555,207673,1755.004,659.2733366,405.1692712,1.627155324,0.788862697,210788,514.2153984,0.733686858,0.985222119,0.847293119,0.779972994,0.003174574,0.000724742,0.608357872,0.98989275,BOMBAY
2556,208502,1770.466,674.4861852,401.0171551,1.681938482,0.804057113,212629,515.2407122,0.679936996,0.980590606,0.835881873,0.763901061,0.003234915,0.000679502,0.58354483,0.981486506,BOMBAY
2557,208936,1752.441,663.4179617,405.3769925,1.63654567,0.791597299,211979,515.7766741,0.791703138,0.985644804,0.854941363,0.777453587,0.003175221,0.000715569,0.60443408,0.989183976,BOMBAY
2558,210910,1748.332,675.7077433,400.4043103,1.68756361,0.805518772,212898,518.2074415,0.809840497,0.990662195,0.867080107,0.766910616,0.003203773,0.000683629,0.588151893,0.992543731,BOMBAY
2559,211734,1776.585,679.8398711,400.169975,1.698877761,0.808407039,213916,519.2187417,0.801840491,0.989799734,0.843001766,0.763736821,0.003210821,0.000673862,0.583293931,0.990945088,BOMBAY
2560,213012,1753.363,638.1534743,427.1834359,1.493862872,0.742897232,215532,520.7833541,0.729853078,0.988308001,0.870703437,0.816078538,0.002995857,0.00081965,0.66598418,0.994889039,BOMBAY
2561,213022,1849.699,721.2160984,384.3779694,1.87632007,0.846141626,218065,520.7955782,0.737513762,0.976873868,0.782406047,0.722107534,0.003385641,0.000567843,0.521439291,0.978387006,BOMBAY
2562,214138,1763.646,653.1324411,422.1838463,1.547033234,0.762999966,217249,522.157993,0.800456041,0.985680026,0.865128802,0.799467244,0.003050054,0.000768582,0.639147875,0.988783004,BOMBAY
2563,214563,1765.021,659.112828,417.5290886,1.578603374,0.773766151,217833,522.6759,0.737771038,0.9849885,0.865495757,0.792999131,0.003071885,0.000749334,0.628847622,0.992700978,BOMBAY
2564,215107,1772.436,680.4892103,406.9402925,1.672208977,0.801487609,217799,523.3380731,0.819143184,0.98763998,0.860445332,0.76906153,0.003163492,0.000682639,0.591455637,0.989037425,BOMBAY
2565,216075,1767.457,684.2747669,404.0402969,1.693580497,0.80706325,217769,524.5142845,0.811933535,0.992221115,0.869193905,0.766525831,0.003166839,0.000674393,0.58756185,0.99508329,BOMBAY
2566,218077,1795.577,710.8683797,394.6904946,1.801078033,0.831701502,220398,526.9385735,0.805374903,0.989469051,0.849985781,0.741260392,0.003259713,0.000607075,0.549466968,0.989632886,BOMBAY
2567,218738,1810.955,682.4655468,412.0814484,1.65614237,0.797126135,223507,527.7365551,0.703064081,0.978662861,0.838144276,0.77327941,0.003120014,0.000688148,0.597961045,0.990308623,BOMBAY
2568,221203,1792.381,689.2430553,412.2568809,1.671877626,0.801399164,224322,530.7018061,0.739191312,0.98609588,0.865247222,0.769977734,0.003115885,0.000675575,0.592865711,0.991198918,BOMBAY
2569,221428,1812.571,679.7200367,417.6382009,1.627533198,0.788973839,225247,530.9716432,0.805339153,0.983045279,0.846939419,0.781162265,0.003069711,0.000705086,0.610214484,0.99314433,BOMBAY
2570,223035,1817.278,680.8125549,419.9943465,1.621004093,0.787040298,225889,532.894907,0.761092115,0.987365476,0.848672533,0.782733666,0.003052492,0.00070679,0.612671992,0.993143807,BOMBAY
2571,223165,1827.554,669.0993605,428.401186,1.56185226,0.768153752,226058,533.0501881,0.751944175,0.987202399,0.839644622,0.796668207,0.002998227,0.000744997,0.634680233,0.991276756,BOMBAY
2572,225335,1802.309,676.7098296,428.7621503,1.578287237,0.773662254,228491,535.635541,0.786108999,0.98618764,0.871726031,0.791529128,0.003003128,0.000727145,0.62651836,0.988825931,BOMBAY
2573,225405,1796.132,663.2439941,435.8378565,1.52176775,0.753776829,228671,535.7187318,0.785208177,0.985717472,0.878004838,0.807724965,0.002942455,0.00077258,0.652419619,0.992831135,BOMBAY
2574,226806,1812.548,679.9753874,428.6803406,1.586206138,0.776241976,229994,537.381027,0.768229731,0.986138769,0.867531735,0.790294821,0.002998048,0.000721398,0.624565904,0.99069027,BOMBAY
2575,230867,1815.073,671.6153919,440.686418,1.524021083,0.75462275,233243,542.1706318,0.741062802,0.989813199,0.880609833,0.807263559,0.002909101,0.000762079,0.651674454,0.993165607,BOMBAY
2576,233751,1849.371,706.9930758,423.527988,1.669294818,0.800707613,237344,545.5465304,0.819204525,0.984861635,0.858845917,0.771643385,0.003024556,0.000661467,0.595433514,0.99395408,BOMBAY
2577,234898,1869.885,695.1376297,432.5894199,1.606922402,0.782772808,238265,546.883372,0.799467698,0.985868676,0.844227291,0.786726756,0.002959317,0.000699305,0.618938988,0.994586925,BOMBAY
2578,241322,1895.94,726.3734932,427.3701205,1.699635652,0.80859809,244319,554.3110259,0.820823129,0.98773325,0.843640852,0.763121219,0.003009976,0.000629676,0.582353996,0.989789613,BOMBAY
2579,248424,1884.557,715.0530398,446.0436176,1.603101158,0.781591227,251082,562.4084465,0.807536277,0.989413817,0.878991872,0.786526894,0.002878357,0.000679483,0.618624555,0.99171774,BOMBAY
2580,254616,1985.37,738.8601535,447.4183287,1.651385529,0.795805652,263261,569.3743583,0.783747345,0.967161866,0.811731958,0.770611807,0.002901861,0.000631246,0.593842558,0.980663006,BOMBAY
2581,45504,793.417,295.4698306,196.3118225,1.505104618,0.747372158,45972,240.7020819,0.737779075,0.98981989,0.908356725,0.814641825,0.006493272,0.001764047,0.663641303,0.998849589,CALI
2582,48373,825.148,313.570417,197.8987002,1.584499629,0.77569004,49026,248.1741657,0.806539282,0.986680537,0.892789726,0.791446362,0.006482344,0.001568909,0.626387343,0.992510513,CALI
2583,49245,822.642,301.392791,208.3464437,1.446594363,0.72258815,49720,250.4010411,0.777225379,0.9904465,0.914429543,0.830812974,0.006120272,0.00179872,0.690250198,0.998512046,CALI
2584,50954,865.763,330.155474,198.4615253,1.663574204,0.799162267,51704,254.7089472,0.733805697,0.985494352,0.854260064,0.771481824,0.006479481,0.001415868,0.595184204,0.990133089,CALI
2585,51643,855.523,307.9956112,213.6247263,1.441760121,0.720363573,52139,256.4252519,0.786066547,0.990486968,0.886661697,0.832561383,0.005963937,0.001767575,0.693158456,0.999368219,CALI
2586,53609,893.456,354.7254337,193.354325,1.83458753,0.838382964,54085,261.2605955,0.795385757,0.991199039,0.843919906,0.736514979,0.006616901,0.001201049,0.542454315,0.995179922,CALI
2587,54076,893.989,342.7424247,203.259513,1.68623067,0.805173976,55293,262.3960778,0.770050125,0.977989981,0.85025672,0.765578052,0.006338162,0.001343077,0.586109753,0.988316242,CALI
2588,54343,867.59,303.847956,228.0162327,1.3325716,0.660951387,54907,263.0430698,0.74044855,0.989728086,0.907244614,0.865706234,0.005591299,0.001937201,0.749447284,0.998692167,CALI
2589,54680,899.793,353.5776383,198.3140946,1.782917341,0.827898128,55370,263.8574204,0.756607168,0.987538378,0.848697943,0.746250305,0.006466306,0.001237013,0.556889518,0.992887978,CALI
2590,55544,924.19,357.6967019,198.2257211,1.804491868,0.832401765,56205,265.9338588,0.769137033,0.98823948,0.817192715,0.74346187,0.00643988,0.001213647,0.552735552,0.997406809,CALI
2591,55549,914.595,348.4861956,205.1891003,1.698366019,0.808277868,56517,265.9458281,0.806437095,0.98287241,0.834504078,0.763145948,0.006273492,0.001312561,0.582391738,0.989114338,CALI
2592,55722,897.584,318.9323359,225.0086389,1.417422626,0.708704064,56736,266.3596327,0.779274177,0.98212775,0.869133231,0.835160323,0.005723634,0.001717636,0.697492765,0.988642027,CALI
2593,55938,909.933,347.2764794,205.5303842,1.689660051,0.806059118,56664,266.8753897,0.73155995,0.987187632,0.848980993,0.768481039,0.006208239,0.001335614,0.590563108,0.99785089,CALI
2594,56270,920.481,374.09942,194.0923458,1.927430052,0.854880123,57445,267.6661898,0.766621253,0.979545652,0.834559148,0.7154948,0.006648293,0.001074771,0.511932809,0.986714681,CALI
2595,56376,921.455,350.6922928,205.3987297,1.707373231,0.810531519,57032,267.9181826,0.682650392,0.988497686,0.834364582,0.763969406,0.006220596,0.00130712,0.583649253,0.996507111,CALI
2596,56675,898.464,344.9441908,210.2250507,1.640832953,0.79282715,57180,268.6277186,0.753977756,0.991168241,0.882266994,0.778757045,0.006086355,0.001380845,0.606462534,0.995103711,CALI
2597,56679,911.133,355.9458366,204.8914494,1.73724105,0.817713549,57531,268.637198,0.810301939,0.985190593,0.857962864,0.754713696,0.00628003,0.001256812,0.569592763,0.98951993,CALI
2598,57017,903.559,349.8119042,210.8011319,1.65944035,0.798033715,58127,269.437004,0.791572956,0.980903883,0.877609255,0.770233948,0.006135221,0.001331989,0.593260335,0.984480137,CALI
2599,57017,903.261,355.3339372,205.4576502,1.729475329,0.815887951,57649,269.437004,0.66864856,0.989037104,0.878188425,0.758264201,0.00623207,0.00127085,0.574964598,0.994387088,CALI
2600,57549,929.955,362.9373998,204.5544341,1.77428273,0.826042363,58471,270.6910833,0.788558509,0.984231499,0.836226215,0.745834084,0.00630658,0.001203767,0.556268481,0.98697756,CALI
2601,57617,901.703,344.4109267,213.7818121,1.61103942,0.784034479,58093,270.8509606,0.819004975,0.991806242,0.890499083,0.786418025,0.005977592,0.001410327,0.618453309,0.996352661,CALI
2602,57853,930.73,358.6434909,207.2421815,1.730552575,0.816142909,58737,271.4050983,0.807957656,0.984949861,0.839244151,0.756754563,0.00619922,0.001254114,0.572677469,0.991048468,CALI
2603,57862,951.333,372.4370305,201.9925213,1.84381594,0.840150402,59220,271.4262083,0.72654445,0.977068558,0.803411754,0.72878416,0.006436643,0.001120043,0.531126351,0.979299233,CALI
2604,58094,922.37,350.1062379,212.8556695,1.644805792,0.793956543,58691,271.969811,0.784672322,0.989828083,0.85808598,0.776820809,0.006026547,0.001353729,0.60345057,0.992558992,CALI
2605,58102,907.665,334.8035816,223.8662565,1.495551794,0.743577709,58986,271.9885366,0.805294525,0.985013393,0.886236776,0.812382398,0.005762342,0.001548178,0.659965161,0.987012081,CALI
2606,58634,930.427,351.8374671,214.941906,1.636895632,0.791698124,59677,273.230905,0.748837803,0.98252258,0.851127803,0.776582742,0.006000571,0.001346242,0.603080755,0.987180254,CALI
2607,58740,942.69,370.6574503,204.0034152,1.816917869,0.834912559,59701,273.4777703,0.753424658,0.983903117,0.830626927,0.737818085,0.006310137,0.001153495,0.544375527,0.989085623,CALI
2608,58877,964.919,376.8503384,202.2688788,1.863115772,0.843750686,60278,273.7965023,0.713816348,0.976757689,0.794646218,0.726539091,0.006400638,0.001100117,0.527859051,0.983462523,CALI
2609,58961,936.527,363.145456,208.2099472,1.744131156,0.819309586,59576,273.9917459,0.813816425,0.989677051,0.844761475,0.754495868,0.006159079,0.001231184,0.569264014,0.992871103,CALI
2610,59041,931.502,359.7792308,211.3235495,1.702504201,0.809318484,60026,274.1775628,0.749688905,0.983590444,0.855058809,0.76207168,0.006093718,0.001267784,0.580753245,0.98873484,CALI
2611,59183,934.857,353.5773491,214.6713018,1.647063888,0.794594122,59939,274.5070782,0.786338754,0.987387177,0.850974353,0.776370655,0.005974306,0.001338886,0.602751394,0.992770055,CALI
2612,59338,940.712,352.1829755,215.7836786,1.632111278,0.790313002,59999,274.8663095,0.793076717,0.98898315,0.842615415,0.780464499,0.005935201,0.0013584,0.609124834,0.994159511,CALI
2613,59344,944.279,355.4247825,214.7311272,1.655208479,0.79686796,60734,274.8802058,0.714893207,0.977113314,0.836346064,0.773385029,0.005989229,0.001321702,0.598124404,0.990020584,CALI
2614,59397,965.459,384.1332599,197.1741672,1.948192633,0.858211481,60021,275.0029259,0.673909097,0.989603639,0.800767989,0.715905012,0.006467217,0.001047897,0.512519986,0.99848766,CALI
2615,59413,920.796,348.2599063,218.4122537,1.594507178,0.778896067,60023,275.0399627,0.713763981,0.989837229,0.880571242,0.789754886,0.005861679,0.001406601,0.62371278,0.994514505,CALI
2616,59468,945.536,370.0789421,205.5291693,1.80061518,0.831606207,60107,275.1672387,0.746710196,0.989368959,0.835866769,0.743536601,0.006223161,0.001173276,0.552846677,0.995464119,CALI
2617,59516,939.011,353.4800427,216.6419379,1.631632574,0.790173606,60643,275.2782678,0.760102171,0.981415827,0.848207756,0.778766082,0.005939244,0.001347532,0.60647661,0.989546993,CALI
2618,59652,964.522,378.7807886,204.0263776,1.856528519,0.842536203,61244,275.5926075,0.765721474,0.974005617,0.805769078,0.727578103,0.006349842,0.001097643,0.529369896,0.982790308,CALI
2619,59758,953.234,350.9536995,220.0849284,1.594628501,0.778934484,60714,275.8373592,0.763836695,0.984254044,0.826431513,0.785965099,0.005872916,0.001382441,0.617741137,0.985067623,CALI
2620,59780,977.357,390.3998131,196.3249131,1.98853934,0.864355261,60533,275.8881295,0.766685477,0.987560504,0.786428636,0.706680998,0.006530609,0.001004678,0.499398033,0.993072634,CALI
2621,59788,929.595,338.3942039,225.9940329,1.497359021,0.744302619,60493,275.9065891,0.70504717,0.988345759,0.869433423,0.815340765,0.005659902,0.001542927,0.664780563,0.995415173,CALI
2622,60063,942.016,356.0390298,216.2132923,1.646702782,0.794492373,60728,276.540389,0.694707257,0.989049532,0.850550934,0.776713691,0.00592776,0.001330804,0.603284158,0.993429701,CALI
2623,60108,921.726,351.5022062,218.5511185,1.608329477,0.783205329,60547,276.6439635,0.80944814,0.992749434,0.889075137,0.787033363,0.005847844,0.001384038,0.619421515,0.996233882,CALI
2624,60427,975.052,389.5320302,200.6184292,1.941656267,0.857175627,61767,277.3770826,0.767892543,0.978305568,0.79870305,0.712077727,0.006446324,0.001022354,0.507054689,0.984525915,CALI
2625,60515,931.443,346.2961144,223.4780809,1.549575301,0.763897061,61176,277.5789816,0.769607407,0.989195109,0.876516983,0.801565395,0.005722484,0.001457203,0.642507082,0.995613105,CALI
2626,60633,957.86,365.2227575,212.5224049,1.718514138,0.813261752,61556,277.8494796,0.705773484,0.985005523,0.830452593,0.760767159,0.006023498,0.001244617,0.57876667,0.994618705,CALI
2627,60814,920.166,349.6813614,222.401283,1.572299209,0.771679777,61353,278.263885,0.796328305,0.991214774,0.902570365,0.795764132,0.005750014,0.001422283,0.633240554,0.995643621,CALI
2628,61013,943.222,344.0611383,229.2631251,1.500726025,0.745644339,62063,278.7187908,0.708958866,0.983081707,0.861795853,0.810085068,0.005639145,0.001498013,0.656237818,0.984833172,CALI
2629,61025,973.886,376.083334,208.2543717,1.805884462,0.832686113,62070,278.7461986,0.721796419,0.983164169,0.808539807,0.741182002,0.006162775,0.001147243,0.549350761,0.992064003,CALI
2630,61129,964.969,369.3481688,210.9473449,1.750902193,0.820856751,61796,278.9836198,0.750113507,0.989206421,0.824955328,0.755340471,0.00604211,0.00121322,0.570539227,0.998958384,CALI
2631,61204,953.807,376.0897293,208.6121823,1.802817674,0.832058917,61712,279.1547118,0.767150073,0.991768214,0.84541249,0.742255611,0.006144855,0.00115055,0.550943392,0.993250484,CALI
2632,61355,968.9,371.1537468,212.8814491,1.743476232,0.819158825,62711,279.4988592,0.686113348,0.978376999,0.82130017,0.753054123,0.006049283,0.00120002,0.567090511,0.988708828,CALI
2633,61422,968.493,363.9807572,216.3316136,1.682513023,0.804207199,62310,279.6514247,0.712949206,0.985748676,0.82288822,0.768313762,0.005925902,0.001273763,0.590306036,0.993197594,CALI
2634,61464,948.743,361.5067374,217.5064023,1.662051018,0.798747599,62161,279.7470203,0.789518304,0.988787182,0.858091332,0.773836256,0.005881601,0.001300983,0.598822552,0.995273632,CALI
2635,61475,964.033,376.1844412,208.6360672,1.803065243,0.832109684,62087,279.7720519,0.803132839,0.990142864,0.831236491,0.74370979,0.006119308,0.001154771,0.553104252,0.997283053,CALI
2636,61498,959.953,367.9021131,215.9102461,1.703958565,0.809682094,63004,279.8243834,0.699659829,0.976096756,0.838631007,0.760594662,0.005982343,0.001234992,0.57850424,0.985747254,CALI
2637,61531,953.732,366.9656041,215.5767218,1.7022506,0.809254969,62121,279.8994506,0.772623966,0.990502407,0.850063029,0.762740288,0.005963914,0.001245139,0.581772747,0.990323008,CALI
2638,61636,959.365,368.6321344,214.9134491,1.715258566,0.812470373,62421,280.1381669,0.719475183,0.987424104,0.8415435,0.759939628,0.005980793,0.001230424,0.577508237,0.990575951,CALI
2639,61707,961.198,367.4445707,214.4825404,1.713167748,0.811959337,62435,280.2994695,0.779473252,0.988339873,0.839302622,0.762834702,0.005954666,0.001243824,0.581916782,0.996921063,CALI
2640,61747,952.441,360.101053,220.61887,1.632231427,0.790347965,62884,280.3903033,0.745646661,0.981919089,0.85536123,0.778643386,0.005831879,0.001322339,0.606285523,0.989598284,CALI
2641,61876,954.989,376.5905518,209.7023092,1.795834071,0.830616882,62369,280.683042,0.801388403,0.992095432,0.852580424,0.74532683,0.006086214,0.001158548,0.555512083,0.997607526,CALI
2642,61944,955.718,361.9657801,219.9610851,1.645590082,0.794178345,62873,280.8372311,0.70713136,0.985224182,0.852215795,0.775866799,0.005843436,0.001306161,0.60196929,0.990594693,CALI
2643,62080,952.938,352.9881785,225.4791303,1.565502661,0.769395693,62772,281.1453555,0.724345137,0.988975977,0.859077375,0.796472439,0.005686021,0.001411469,0.634368346,0.993105335,CALI
2644,62128,937.54,354.1882333,224.6542455,1.576592655,0.773104028,62849,281.2540247,0.735817325,0.988528059,0.888214023,0.794080656,0.005700944,0.001398251,0.630564089,0.994142711,CALI
2645,62148,962.323,372.8952211,212.9640779,1.750977088,0.820873748,62732,281.2992912,0.774140508,0.990690557,0.843325611,0.754365503,0.006000116,0.001198579,0.569067313,0.996423826,CALI
2646,62222,983.348,376.8332561,214.7422165,1.754816832,0.821741765,64103,281.4667138,0.738119528,0.9706566,0.808610456,0.746926417,0.00605627,0.001162777,0.557899072,0.979010683,CALI
2647,62280,946.201,367.9646308,216.2749754,1.70137405,0.809035175,62830,281.5978673,0.728915522,0.99124622,0.874161474,0.765285149,0.005908231,0.001250059,0.585661359,0.996429038,CALI
2648,62326,970.848,377.3634018,211.4355642,1.784767871,0.828291811,63122,281.7018421,0.8016412,0.9873895,0.830953342,0.746500166,0.006054671,0.001159818,0.557262498,0.994584202,CALI
2649,62326,949.778,358.0348016,222.5335143,1.608902833,0.783381179,63269,281.7018421,0.798539398,0.985095386,0.86823024,0.786800168,0.00574455,0.00135798,0.619054505,0.995998546,CALI
2650,62411,932.813,359.6941318,221.6504769,1.622798818,0.787574592,62921,281.8938687,0.754530617,0.991894598,0.901325847,0.783704386,0.005763313,0.0013411,0.614192565,0.996710968,CALI
2651,62493,994.395,398.8778744,201.8084816,1.976516899,0.862568365,63814,282.078994,0.758124977,0.979299213,0.794188097,0.707181351,0.006382761,0.000984717,0.500105463,0.988466899,CALI
2652,62596,950.343,363.7792544,221.2839246,1.643947951,0.793713506,63740,282.3113574,0.791172679,0.982052087,0.870954938,0.776051284,0.005811542,0.001300268,0.602255595,0.990076852,CALI
2653,62613,947.788,363.8466214,220.7150986,1.648489948,0.794995162,63392,282.3496903,0.802278202,0.987711383,0.875894835,0.776012951,0.00581104,0.001299899,0.6021961,0.992714217,CALI
2654,62703,971.24,371.2031651,217.9622639,1.703061614,0.809457974,64353,282.5525423,0.790188023,0.97436017,0.835304966,0.761180316,0.005920022,0.001225895,0.579395473,0.986746189,CALI
2655,62711,969.097,355.4825857,227.3315814,1.563718439,0.768790002,64180,282.5705666,0.699821448,0.97711125,0.839110377,0.794892853,0.005668584,0.001396011,0.631854647,0.988042762,CALI
